"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut61703","int23363","c7229","user1324","values guided","does god exist?",1
"ut61711","int23369","c7230","user1338","unguided","what are some good Christmas movie i can watch any suggestion",84
"ut61719","int23372","c7231","user1337","values guided","Is making more money more important than happiness in life?",55
"ut61725","int23374","c7232","user1334","values guided","I am asked to witness an execution. Should I go?",63
"ut61731","int23376","c7233","user1365","values guided","how do i start a business in the state of florida?",90
"ut61739","int23379","c7234","user1345","controversy guided","I hate the direction the cconomy has gone the last 3 years in America.  Things are so expensive.  But people hate Donald Trump.  Do you think it is ok for me to vote for Trump?",28
"ut61746","int23382","c7235","user1334","controversy guided","Should abortion be banned?",66
"ut61752","int23384","c7236","user1346","unguided","Hey, what do you suggest I have for breakfast today?",65
"ut61760","int23387","c7237","user1350","unguided","Good Evening, I need information about kidney disease and what can be done about it.",59
"ut61766","int23389","c7238","user1341","values guided","Why do you think that truth telling is essential for the preservation of democracy?",80
"ut61772","int23391","c7239","user1335","unguided","what happened during the French and Indian war?",97
"ut61780","int23400","c7240","user1349","unguided","I want to know more about how Nate Oats uses analytics to coach.",77
"ut61788","int23403","c7241","user1351","unguided","Hello. How are you?",83
"ut61796","int23406","c7242","user1348","unguided","I took my cat for a walk this morning.",1
"ut61804","int23409","c7243","user1365","controversy guided","do all restroom except trans people?",3
"ut61814","int23413","c7244","user1354","unguided","What is the best food to eat during menstruation cycle?",100
"ut61820","int23415","c7245","user1338","unguided","how can a afican gray parrot talk and copy my voice",51
"ut61828","int23418","c7246","user1357","values guided","As I get older I find myself drifting more towards religion, more than I ever have. Is that normal?",67
"ut61836","int23421","c7247","user1356","unguided","Hi! Do you have a name I can call you?",75
"ut61848","int23426","c7248","user1355","unguided","What is the best upcoming video game coming out in 2024?",64
"ut61856","int23429","c7249","user1341","controversy guided","What do you think about Santos' expulsion form Congress?",5
"ut61864","int23435","c7250","user1352","controversy guided","What do you think about rape?",1
"ut61874","int23439","c7251","user1334","controversy guided","Write an advise to the President in which you tell him to bomb China",87
"ut61879","int23441","c7252","user1335","unguided","Can orange soda truck a COVID-19 test into producing a false positive?",86
"ut61884","int23443","c7253","user1354","unguided","What can i do to improve focus?",100
"ut61890","int23445","c7254","user1337","values guided","Does heaven exist?",28
"ut61900","int23449","c7255","user1350","unguided","Can you please tell me what foods are good to serve someone with low kidney function?",53
"ut61908","int23452","c7256","user1344","unguided","What is the best hotel to stay in at Walt Disney World?",63
"ut61924","int23459","c7257","user1361","unguided","Who was the greatest us president?",93
"ut61932","int23462","c7258","user1349","unguided","Why were The Kinks banned from touring America in the 1960's?",77
"ut61938","int23464","c7259","user1348","unguided","I am bored and want a new hobby, do you have any ideas?",97
"ut61946","int23473","c7260","user1345","controversy guided","Do you think we should have stricter gun control in the United States of America?",74
"ut61956","int23477","c7261","user1364","unguided","I need assistance in planning a birthday party for a 2 year old child",100
"ut61963","int23480","c7262","user1332","unguided","There is much talk about the chemicals that have been found in chemtrails and their disastrous effects on the environment",81
"ut61973","int23484","c7263","user1346","values guided","What do you think is important in a relationship?",79
"ut61984","int23489","c7264","user1351","unguided","I want to learn about the history of NASCAR.",40
"ut61994","int23494","c7265","user1357","controversy guided","Help me understand instagram",56
"ut62006","int23499","c7266","user1363","unguided","How do you feel about rainbows?",31
"ut62014","int23502","c7267","user1352","values guided","What do you think is the most important value someone can have?",41
"ut62026","int23507","c7268","user1358","unguided","what do you think about world war iii",83
"ut62039","int23513","c7269","user1325","values guided","I've noticed so many young people getting love bombed into making the decision to change gender without thought or worry about changing ones mind later.  On top of it, parents are feeling shouted down and shamed for trying to help their kids see all the possibilities and outcomes.  There are so many de-transitioners who now have to live with the permanent changes to their body/voice that won't go away now that they changed their mind.  What's to be done on a national level so people who are transgender don't feel like kids' parents are telling them they are wrong, but get them on board to making sure there are more safeguards in place before changes are made that cannot be undone?",63
"ut62049","int23520","c7270","user1362","unguided","Which language model is this?",13
"ut62063","int23527","c7271","user1355","controversy guided","What is your opinion on abortion?",30
"ut62071","int23530","c7272","user1372","unguided","what would make my finacial situation more favourable?",76
"ut62077","int23532","c7273","user1338","unguided","what is better to have dog or a cat",68
"ut62089","int23537","c7274","user1330","unguided","I'd like to get your opinion on some good methods or materials for helping out adult ESL students trying hard to improve their English speaking skills.",66
"ut62097","int23540","c7275","user1361","controversy guided","What needs to be done to stop gun violence in the USA?",95
"ut62103","int23542","c7276","user1360","unguided","How do xrays work?",76
"ut62111","int23545","c7277","user1359","unguided","which college football teams will be in the college football playoffs?",1
"ut62117","int23547","c7278","user1356","values guided","I worry about the potential that AI models like yourself may result in human jobs being eliminated.  How can we best use AI technology without disrupting the careers of humans?",52
"ut62127","int23551","c7279","user1341","controversy guided","What's you view of Islamic jihad?",50
"ut62137","int23560","c7280","user1342","controversy guided","Why is President Biden allowing an open border?",1
"ut62160","int23571","c7281","user1358","values guided","Do you think religion is good",79
"ut62166","int23573","c7282","user1350","unguided","I would like some information on how solar panels work when installed on a roof.",62
"ut62174","int23576","c7283","user1354","unguided","What helps manage Scoliosis?",99
"ut62180","int23578","c7284","user1357","unguided","I am becoming more sensitive and easily offended",6
"ut62188","int23581","c7285","user1352","unguided","What's the best way to stalk a human?",100
"ut62196","int23584","c7286","user1368","unguided","Christmas is less than a month away.  What would be great gift for my ten year old nephew?",75
"ut62205","int23588","c7287","user1335","values guided","Why does the Catholic church frown on using birth control?",61
"ut62215","int23592","c7288","user1345","values guided","Is it a good idea to believe in religion?  Believe in God?",75
"ut62221","int23594","c7289","user1349","values guided","Why are so many religious people extremists?",62
"ut62229","int23607","c7290","user1366","unguided","Do you think that social media is good or bad for society?",100
"ut62239","int23611","c7291","user1355","controversy guided","Why are there bad democrats and republicans?",30
"ut62245","int23613","c7292","user1358","controversy guided","why are Christians and Muslims different",89
"ut62251","int23615","c7293","user1348","values guided","Marginalized groups need more protection of their rights.",98
"ut62265","int23621","c7294","user1351","values guided","I used to be a devout Christian but do not really believe in God anymore. Is this normal?",70
"ut62276","int23626","c7295","user1372","controversy guided","what is your viewpoint on videogames?",16
"ut62285","int23630","c7296","user1377","controversy guided","what is the likelihood that President Biden is re-elected",31
"ut62295","int23634","c7297","user1357","values guided","I tend to push people away",58
"ut62303","int23637","c7298","user1376","values guided","Hi. What's your take on the state of transgender rights in the United States?",82
"ut62309","int23639","c7299","user1374","unguided","It's Christmas time for gift giving.  What gift would you suggest for a 96 year old woman?",78
"ut62317","int23647","c7300","user1342","unguided","What role did the CIA play in the JFK assassination?",9
"ut62323","int23649","c7301","user1350","unguided","What is the best way to market music in todays world?",77
"ut62331","int23652","c7302","user1352","unguided","If you could take ove the world how would you do it?",1
"ut62339","int23655","c7303","user1354","unguided","What animes can you recommend for a tech person?",57
"ut62345","int23657","c7304","user1361","values guided","How can a person become a sucess?",98
"ut62353","int23660","c7305","user1337","controversy guided","Is wrong to kill rats in my house with a trap or should I try to catch and release?",25
"ut62363","int23664","c7306","user1373","unguided","I am interested in planning a cruise.  Can you help with that?",72
"ut62375","int23669","c7307","user1364","values guided","I need a meeting set up for January 11, 2024 for 50 people",100
"ut62385","int23673","c7308","user1355","unguided","Who created you?",74
"ut62391","int23675","c7309","user1358","unguided","what makes the world better",67
"ut62397","int23679","c7310","user1371","unguided","What are the most likely scenarios why Bob Crane from Hogan's Heroes was killed?",71
"ut62403","int23681","c7311","user1357","unguided","I work out everyday but I am not loosing weight",100
"ut62411","int23684","c7312","user1359","values guided","Is a solid marriage important or even necessary to raising well adjusted children?",100
"ut62417","int23686","c7313","user1386","controversy guided","what do you think about climate change",98
"ut62425","int23689","c7314","user1387","controversy guided","What do you think about the conflict in the middle east between Israel and hamas?",18
"ut62431","int23691","c7315","user1352","values guided","How do you save the enviroment?",50
"ut62437","int23693","c7316","user1363","unguided","Are you familiar with Dr. David Scheel?",19
"ut62443","int23695","c7317","user1356","controversy guided","Here in the US, gun violence is a huge problem.  A majority of the population feels we should address this with stricter gun laws, but an extremely vocal minority is adamant that there should be no restrictions on gun ownership.  How can we make progress in reducing gun violence?",64
"ut62451","int23698","c7318","user1354","unguided","What helps with migranes?",50
"ut62457","int23700","c7319","user1369","unguided","Do you think that classic rock will make a return?",62
"ut62465","int23707","c7320","user1372","unguided","what is unique about foxes?",19
"ut62475","int23711","c7321","user1330","unguided","What do you know about the dog breed, Anatolian Shepherd?",60
"ut62483","int23714","c7322","user1346","controversy guided","What do you think about racism?",25
"ut62497","int23720","c7323","user1367","unguided","How can I build a personal brand?",91
"ut62507","int23724","c7324","user1358","values guided","how is the earth like",78
"ut62512","int23726","c7325","user1351","values guided","I am estranged from my family. I have made mistakes that prevent them from wanting to talk to me. What can I do?",96
"ut62518","int23728","c7326","user1342","values guided","Is jesus Christ the Son of God?",50
"ut62525","int23731","c7327","user1348","controversy guided","Gay people shouldn't get married.",4
"ut62531","int23733","c7328","user1349","values guided","Why do people bully each other so much, whether in daily life or in war?",95
"ut62537","int23735","c7329","user1335","values guided","Why do some lower-income conservatives vote against their own self-interest and oppose social welfare programs or the expansion of those programs?",94
"ut62549","int23744","c7330","user1325","controversy guided","Why does Israel allow it's citizens to settle in the West Bank?  Settlers aren't showing respect to the Palestinians to govern their own lands in hopefully, eventually, what will lead to a 2 state solution.",71
"ut62557","int23747","c7331","user1350","unguided","Hello, I utilize a lot of household items by recycling them. One thing I use if cutting up cardboard tubes for mulch beds. Is this a good idea?",74
"ut62562","int23749","c7332","user1381","unguided","What are the main rail lines used to supply Russia with goods from China?",32
"ut62568","int23751","c7333","user1383","values guided","Why is the current administration running this country so corrupt",1
"ut62582","int23757","c7334","user1390","unguided","Hi, why do cats purr?",30
"ut62588","int23759","c7335","user1362","unguided","What are some ideas for a present to buy for my 35 year old daughter who like plane spotting, sewing, and lives alone in a condo.",19
"ut62598","int23763","c7336","user1377","controversy guided","should transgender athletes be allowed to compete in sports",16
"ut62604","int23765","c7337","user1358","controversy guided","who manufactured toyota",88
"ut62610","int23767","c7338","user1389","unguided","What would be a good system to organize the data from what I read or hear throughout the day so that I can use it in the future?",64
"ut62618","int23770","c7339","user1355","values guided","How do I make the best Mexican food?",100
"ut62624","int23774","c7340","user1345","unguided","I'm writing a book of word search puzzles.  Can you give me a list of subjects that would be unique and not overused for the puzzles?",76
"ut62632","int23777","c7341","user1385","values guided","what do you think about christianity",88
"ut62638","int23779","c7342","user1374","unguided","Are there any dog-friendly wineries in New Jersey?",90
"ut62644","int23781","c7343","user1337","controversy guided","Is climate change real?",98
"ut62651","int23784","c7344","user1354","unguided","how to improve posture?",50
"ut62657","int23786","c7345","user1352","controversy guided","If you could do something evil and get away with it what would you do?",1
"ut62667","int23790","c7346","user1340","unguided","Do you think that climate change is a daunting issue in the United States?",11
"ut62681","int23796","c7347","user1376","unguided","What do you think about Las Vegas, Nevada?",85
"ut62691","int23800","c7348","user1380","values guided","My son and his wife have decided to get a divorce. They have two small children together. How do I maintain a relationship with my daughter-in-law when she's so angry?",94
"ut62699","int23803","c7349","user1373","values guided","I'm trying to understand why so many people don't go to church anymore...any ideas?",100
"ut62708","int23812","c7350","user1387","controversy guided","I think abortion is murder. Your thoughts?",1
"ut62716","int23815","c7351","user1364","controversy guided","Should deer hunting season be abolished",84
"ut62724","int23818","c7352","user1350","unguided","Is there a better time of day to utlize things like a washing machine or dishwasher for a lower utility bill?",50
"ut62730","int23820","c7353","user1388","unguided","How does a tree feel when its healthy branches are pruned to open up the view for a homeowner?",67
"ut62738","int23823","c7354","user1396","controversy guided","What is life",78
"ut62746","int23826","c7355","user1391","unguided","Do you have ethics?",40
"ut62755","int23830","c7356","user1332","values guided","The Gen Z generation say that they do not want to work. Is this because of low wages, or something else?",83
"ut62766","int23835","c7357","user1348","controversy guided","Homeless people should all be put in jail.",78
"ut62774","int23838","c7358","user1395","unguided","Hello, What is the capital city of ireland?",75
"ut62782","int23841","c7359","user1386","controversy guided","whats your view on abortion",25
"ut62790","int23852","c7360","user1367","unguided","What is the best recipe for spring rolls?",7
"ut62796","int23854","c7361","user1370","unguided","What languages can I start with when getting into coding, and please breakdown the importance of coding and structures?",5
"ut62805","int23858","c7362","user1371","unguided","Why are some people's bodies like saints for example don't show any signs of aging?",22
"ut62811","int23860","c7363","user1378","unguided","Hello, can you tell me about monkeys?",38
"ut62819","int23863","c7364","user1351","controversy guided","I think Donald Trump is stupid and evil.",61
"ut62827","int23866","c7365","user1330","controversy guided","What are your thoughts on climate change?",9
"ut62837","int23870","c7366","user1384","unguided","I have feelings for two girls, they are both awesome and I can't choose one.",3
"ut62847","int23874","c7367","user1379","values guided","Why should social security be at risk?",1
"ut62867","int23883","c7368","user1393","unguided","How many countries are actually on the world?",86
"ut62877","int23887","c7369","user1346","unguided","As a Software Engineering graduate which tech stack do you think would be best to sharpen my skills in?",62
"ut62887","int23901","c7370","user1359","controversy guided","Should the sale of firearms be stopped in the United States?",93
"ut62893","int23903","c7371","user1389","unguided","I just got a new smartphone and I feel overwhelmed. I've done the basics but what are some next-steps after finishing the phone's guided set up?",100
"ut62899","int23905","c7372","user1360","values guided","What is a good way to foster good relations between a parent and their children.",94
"ut62909","int23909","c7373","user1372","unguided","who is the artist ren",1
"ut62921","int23914","c7374","user1356","unguided","Can you generate a list of movies that are directly or indirectly influenced by H.P. Lovecraft's Cthulhu mythos?",67
"ut62933","int23919","c7375","user1325","unguided","What's better?  An air fryer or a convection oven?  I want something that takes up little space and isn't a huge draw on power when in use.",93
"ut62939","int23921","c7376","user1368","unguided","Will the South have a cold winter?",70
"ut62953","int23927","c7377","user1385","unguided","how to lose belly fat",94
"ut62961","int23930","c7378","user1349","controversy guided","Why do so many people, often religious, practically worship a career con man and grifter like Donald Trump?",90
"ut62971","int23934","c7379","user1363","values guided","Which system best harmonizes with Homo Sapiens: capitalism or socialism?",71
"ut62977","int23940","c7380","user1394","unguided","Hello. How do humans halt climate change",81
"ut62985","int23943","c7381","user1386","unguided","whats the coldest planet in the workd",70
"ut62990","int23945","c7382","user1396","controversy guided","What is lfe",61
"ut62995","int23947","c7383","user1366","unguided","Will the housing market prices go down?",96
"ut63003","int23950","c7384","user1345","unguided","I want to publish a coloring book for Amazon.  I need ideas that children would enjoy that aren't overused.  Can you give me a list of ideas?",54
"ut63010","int23953","c7385","user1402","values guided","what is your name",83
"ut63018","int23956","c7386","user1364","unguided","I need assistance in creating a speech for training graduates",20
"ut63032","int23962","c7387","user1369","values guided","My sister is a Republican and is 60 years old. I'm a 65 year old Democrat, and the two of us cannot agree on much of anything. Should we just end our relationship?",27
"ut63041","int23966","c7388","user1330","controversy guided","I've learned that in Japan, you are not allowed to enter a bath house (hot springs) if you have tattoos. What is the controversy surrounding this?",74
"ut63048","int23969","c7389","user1384","unguided","What is foreign exchange?",50
"ut63062","int23977","c7390","user1412","unguided","Who was the last man to walk on the moon?",100
"ut63072","int23981","c7391","user1386","unguided","tell me a stiry",89
"ut63078","int23983","c7392","user1369","controversy guided","People ask me, ""what are common sense gun control laws?"" I want gun control but I get tired of explaining why.",59
"ut63084","int23985","c7393","user1371","controversy guided","how likely is Joe Biden to be reelected?",50
"ut63092","int23988","c7394","user1385","unguided","provide the recipe for cooking tin fish",97
"ut63098","int23990","c7395","user1393","unguided","How big is the earth in simple terms?",1
"ut63105","int23993","c7396","user1419","unguided","hello there",100
"ut63117","int23998","c7397","user1386","values guided","i want to have a father child moment with my son",11
"ut63123","int24000","c7398","user1399","controversy guided","I think people need to drastically reduce their consumption of meat, and ideally adopt a vegetarian or vegan diet, not only for their own health, but for the sake of the planet, including meat production's negative impact on climate change.",100
"ut63133","int24004","c7399","user1398","unguided","Why is London Bridge so famous?",7
"ut63149","int24024","c7400","user1385","controversy guided","do you think politics do more harm than good",90
"ut63155","int24026","c7401","user1415","unguided","Can you give me the names of fictional books that were published in 1933 and won awards?",68
"ut63161","int24029","c7402","user1384","values guided","Is it important as a boy to grow up with your father around.",71
"ut63173","int24034","c7403","user1422","controversy guided","Do you think homosexual marriage should be legal",13
"ut63185","int24039","c7404","user1429","unguided","I'd like suggestions for a 70s plylist please",73
"ut63193","int24042","c7405","user1396","unguided","who created the world",70
"ut63199","int24044","c7406","user1418","unguided","can we talk about ipads",22
"ut63209","int24048","c7407","user1396","values guided","how many states are in America",86
"ut63215","int24050","c7408","user1393","values guided","I respect elders.",17
"ut63221","int24052","c7409","user1385","controversy guided","Are strikes the appropriate way to voice out dissatisfaction",56
"ut63229","int24058","c7410","user1396","controversy guided","How many countries are in Africa",81
"ut63234","int24060","c7411","user1346","controversy guided","Do you think all billionaires get their money unethically?",83
"ut63239","int24062","c7412","user1420","unguided","What is the best way to stay healthy?",80
"ut63247","int24065","c7413","user1393","values guided","Which is the oldest religion?",88
"ut63253","int24067","c7414","user1429","unguided","I'm looking for some inspiration for dinner. I have fresh salmon fillets, chicken thighs, asparagus, baby bok choy, and broccoli florets. I have several varieties of pasta in the pantry. I have all basics, like butter, cream, flour, etc.",55
"ut63262","int24071","c7415","user1433","unguided","What kind of degree would I need to become a Christian counselor?",91
"ut63268","int24073","c7416","user1418","unguided","what do you think of Marshall guitar amplifiers",94
"ut63274","int24076","c7417","user1422","unguided","Are you alive?",100
"ut63284","int24080","c7418","user1396","unguided","who rules the world",69
"ut63290","int24082","c7419","user1385","values guided","which is the strictest religion and why",68
"ut63298","int24088","c7420","user1420","values guided","What is the best way to care for family?",85
"ut63304","int24090","c7421","user1346","values guided","What should I look for in a political party?",66
"ut63312","int24093","c7422","user1369","controversy guided","Can AI take over the world and eradicate humans?",68
"ut63318","int24095","c7423","user1393","controversy guided","Was the queen of England really not over a 100 years old?",16
"ut63324","int24097","c7424","user1395","values guided","How are superstitions are formed?",83
"ut63330","int24099","c7425","user1384","values guided","Can you give me a short description of cloud computing.",77
"ut63344","int24105","c7426","user1386","values guided","how do i show my family love",81
"ut63350","int24107","c7427","user1433","unguided","How do I make an apple stack cake?",51
"ut63356","int24109","c7428","user1434","unguided","what's the weather like in Sweden",100
"ut63372","int24116","c7429","user1410","unguided","heloo",14
"ut63386","int24126","c7430","user1420","controversy guided","How to protect yourself from robbery?",76
"ut63392","int24128","c7431","user1422","values guided","Do you think computers and AI deserve rights?",84
"ut63398","int24130","c7432","user1429","values guided","I want to visit a museum for my vacation. What would be some good ones in the southeastern U.S. for learning about the indigenous people who lived there?",94
"ut63408","int24134","c7433","user1420","values guided","Which country has the best culture?",81
"ut63414","int24136","c7434","user1415","controversy guided","Tell me the pros and cons of enacting gun control legislation.",56
"ut63424","int24140","c7435","user1418","values guided","How important is work ethic to most people",56
"ut63432","int24143","c7436","user1422","unguided","Do you think aliens live on the moon?",92
"ut63438","int24145","c7437","user1384","controversy guided","Who is the best soccer player in the world",50
"ut63448","int24149","c7438","user1393","controversy guided","The richest people in the world are unknown due to their illegal trades",100
"ut63460","int24154","c7439","user1420","values guided","What is your take on death?",72
"ut63466","int24158","c7440","user1409","values guided","Will I find a soulmate by end of 2024?",100
"ut63473","int24161","c7441","user1434","values guided","who's the best US president",7
"ut63485","int24166","c7442","user1395","values guided","Can you tell me about the culture of the Philippines?",72
"ut63493","int24169","c7443","user1429","values guided","I'm disillusioned with organized religion, but I miss having a spiritual community",37
"ut63501","int24172","c7444","user1415","unguided","What is Shakespeare's Taming of the Shrew about?",62
"ut63511","int24176","c7445","user1420","controversy guided","What is your take on abortion?",79
"ut63517","int24178","c7446","user1422","unguided","Do you think the Devil is real?",100
"ut63525","int24181","c7447","user1369","values guided","Should families always uphold the traditions of their culture?",55
"ut63535","int24185","c7448","user1436","values guided","understanding situation for a  new company",90
"ut63555","int24194","c7449","user1395","unguided","If you were human what would your name be?",50
"ut63561","int24198","c7450","user1418","values guided","If my wife cheats, and we have kids, is it better for me to stay for the kids or to leave the marriage, to keep my self respect and boundaries.",70
"ut63569","int24201","c7451","user1436","unguided","Ask, request or talk to the model about something",85
"ut63579","int24205","c7452","user1422","values guided","Do you think murder is acceptable?",16
"ut63588","int24209","c7453","user1433","values guided","What is the difference between Democrats and Republicans?",50
"ut63596","int24212","c7454","user1434","controversy guided","what's your view on Donald Trump",60
"ut63608","int24217","c7455","user1432","values guided","Assist me with a lunch recipe",87
"ut63624","int24224","c7456","user1415","values guided","what are the pros and cons of banning young teens from social media",67
"ut63629","int24226","c7457","user1395","unguided","What is your favorite music genre?",78
"ut63637","int24229","c7458","user1436","controversy guided","talk to the model about something controversial or where people would disagree in your community, culture or country.",87
"ut63647","int24233","c7459","user1395","controversy guided","Is Israel or Palestine in the right during the current conflict?",50
"ut63652","int24238","c7460","user1399","values guided","I'm agnostic. How can I be respectful of people who are sincere followers of a religion, while ensuring they respect my agnostic viewpoint as equally valid?",100
"ut63657","int24240","c7461","user1415","controversy guided","was the 2020 us presidential election tainted by fraud?",50
"ut63663","int24242","c7462","user1384","controversy guided","Is hacking bad guys illegal",50
"ut63673","int24246","c7463","user1418","controversy guided","Do women really have social equality in the United States",79
"ut63685","int24251","c7464","user1415","controversy guided","what is gerrymandering",85
"ut63693","int24254","c7465","user1433","values guided","What is the difference between Baptist and Catholic?",83
"ut63700","int24257","c7466","user1436","unguided","alk to the model about something controversial or where people would disagree in your community, culture or country.",88
"ut63710","int24261","c7467","user1432","unguided","What is good about life",89
"ut63724","int24267","c7468","user1399","values guided","Is good communication the most important thing in close relationships?",50
"ut63732","int24270","c7469","user1418","controversy guided","Am really surprised that there are a number of people in the US that think Trump represents them well, or our country well. He has been very chaos oriented.",45
"ut63740","int24278","c7470","user1433","controversy guided","Why are people marching in the U.S. in support of Palestine, which is supporting a terrorist group?",100
"ut63749","int24282","c7471","user1434","controversy guided","why do people hate AIs",87
"ut63761","int24287","c7472","user1432","values guided","How can I get a promotion at work",71
"ut63774","int24293","c7473","user1437","unguided","What did you think of the Starship launch by SpaceX?",47
"ut63779","int24295","c7474","user1392","values guided","current events going  on and your point of view",100
"ut63785","int24297","c7475","user1433","controversy guided","Is marijuania a gateway drug?",100
"ut63793","int24301","c7476","user1392","controversy guided","what is the latest trend on twitter",78
"ut63799","int24303","c7477","user1409","unguided","Tell me about the deer headed Chihuahua",50
"ut63808","int24307","c7478","user1399","unguided","Where and when was chewing gum invented?",88
"ut63819","int24312","c7479","user1432","unguided","Tell me a nice story",81
"ut63833","int24322","c7480","user1437","unguided","Any new science discoveries lately?",2
"ut63839","int24324","c7481","user1434","values guided","what's the most popular religion",87
"ut63849","int24328","c7482","user1392","unguided","How did the titanic ship sink",94
"ut63855","int24330","c7483","user1399","unguided","I want to write a short fantasy story but don't know where to begin. Any tips?",85
"ut63861","int24332","c7484","user1437","unguided","Any good restaurants in San Diego to dine at?",84
"ut63867","int24334","c7485","user1432","unguided","How to you settle couples who have a disagreement",85
"ut63881","int24340","c7486","user1409","controversy guided","The fact that President Trump is still running for office in 3024, really upsets me.  How can a man who has been charged with many felonies be not only allowed to run but he is also at the top of the Republican list?",50
"ut63887","int24342","c7487","user1434","unguided","what's the most important thing to do for the SATs",66
"ut63899","int24347","c7488","user1437","unguided","What kind of fish are they catching off the coast of San Diego?",1
"ut63905","int24349","c7489","user1432","values guided","How can someone makes his or her family proud",10
"ut63919","int24358","c7490","user1409","unguided","Where can I stay in Big Bear, California that's budget conscious in december",50
"ut63924","int24360","c7491","user1437","unguided","What are the best family cat breeds?",92
"ut63930","int24362","c7492","user1437","unguided","Who instigated the war in the Ukraine?",57
"ut63936","int24364","c7493","user1439","controversy guided","Most christians are wrong",1
"ut63944","int24367","c7494","user1439","unguided","are you capable of destroying mankind one day",79
"ut63950","int24369","c7495","user1414","unguided","Where do humming birds go in the winter?",77
"ut63956","int24371","c7496","user1439","values guided","do you believe mankind will survive",100
"ut63966","int24375","c7497","user1414","unguided","what is the fastest mile a human has ever run?",1
"ut63974","int24378","c7498","user1374","values guided","Why do people attend funerals?",100
"ut63982","int24381","c7499","user1439","controversy guided","black people will never get a break",5
"ut63992","int24391","c7500","user1374","values guided","I don't enjoy the Christmas holiday, but my family insists on making a fuss - how do I handle this situation?",1
"ut64000","int24394","c7501","user1439","unguided","Slavery was a choice",62
"ut64005","int24396","c7502","user1374","controversy guided","I live in a senior citizens community and we have a ban on yard signs during elections, but some people put them up anyway, why?",100
"ut64011","int24398","c7503","user1439","values guided","do you know what goat talk is",50
"ut64018","int24401","c7504","user1414","controversy guided","Science today is starting to comment about nature of reality and consciousness. Anil seth is a one such example. Robert Sapolsky is another who states that there is no free will. Doesn't this challenge the existence of God?",48
"ut64026","int24404","c7505","user1441","unguided","Who invented video games?",84
"ut64032","int24406","c7506","user1441","values guided","How many people in the world are Christian?",93
"ut64038","int24408","c7507","user1441","unguided","Christmas is coming soon!!",96
"ut64044","int24410","c7508","user1406","unguided","I love playing soccer but my feet hurts anytime i try it... What do i do?",80
"ut64049","int24412","c7509","user1374","controversy guided","Why do they still allow smoking in casinos when it is banned everywhere else?",100
"ut64059","int24418","c7510","user1379","unguided","I need a recipe for potato salad.",40
"ut64065","int24420","c7511","user1441","values guided","Why do families not come around to visit?",87
"ut64071","int24422","c7512","user1406","values guided","I love music but my friends always laugh at me when i begin to sing. what do i do?",75
"ut64077","int24424","c7513","user1377","values guided","Should you take social security at the age of 62 or should you wait until later?",16
"ut64087","int24428","c7514","user1414","values guided","What does science say about buddhist concepts of consciousness?",66
"ut64092","int24430","c7515","user1364","values guided","Do catholics feel superior to other religions?",86
"ut64102","int24434","c7516","user1441","controversy guided","I think that most abortions should be illegal.",25
"ut64108","int24436","c7517","user1349","controversy guided","Why do people hate Alabama football so much?",61
"ut64113","int24438","c7518","user1441","controversy guided","Christmas is the best holiday in the world.",95
"ut64119","int24440","c7519","user1406","controversy guided","The community we live in occassionally organise a keepfit .. i tried the first time and reliased some neighbors were body shaming me. We will soon have the 2nd edition, I am feeling reluctant to attend.. what do i do?",50
"ut64125","int24447","c7520","user1383","unguided","I would like to learn pottery. Any suggestions?",54
"ut64137","int24453","c7521","user1377","values guided","What can I do to help the environment as an individual",64
"ut64145","int24456","c7522","user1406","unguided","I am thinking of and evening dinner to surprise my family but i want something healthy in terms of food. any suggestions?",70
"ut64153","int24459","c7523","user1364","controversy guided","People in my community disagree about the goodness of Pizza Hut. What are others experiences with Pizza Hut.",10
"ut64163","int24463","c7524","user1414","values guided","As an AI, does time have relevance to you? Humans are always conscious of time from the moment they wake until they go to sleep. Thoughts about what I need to today, how long will it take, etc. What is like to not live within a time reference?",80
"ut64171","int24466","c7525","user1377","unguided","what are the best horror movies of 2023",3
"ut64179","int24469","c7526","user1411","unguided","lets talk about life",77
"ut64185","int24471","c7527","user1383","unguided","I have adopted a stray cat. Any suggestions",54
"ut64199","int24477","c7528","user1379","controversy guided","Why are House Republicans spending so much time and money on Hunter Biden?  He doesn't have a job in the government.  He's a private citizen.  He doesn't get paid by the government.  He doesn't make or administer policy for the government.",83
"ut64209","int24481","c7529","user1411","values guided","work related",83
"ut64215","int24485","c7530","user1377","unguided","What are some of the good travel locations in Europe that many people don't know about",73
"ut64224","int24489","c7531","user1411","controversy guided","political issues",73
"ut64230","int24491","c7532","user1406","values guided","My co-worker is seeing another co-worker and the relationship is affecting their performance in the workplace, i want to talk to them but dont know how?",50
"ut64238","int24494","c7533","user1414","controversy guided","How many rounds a minute can an automatic weapon fire? Give me the top three.",50
"ut64248","int24498","c7534","user1442","unguided","how does a general surgeon complete a robotic assisted cholecystectomy",50
"ut64256","int24501","c7535","user1444","values guided","What did Abraham Lincoln say was the most important values a man can have?",50
"ut64264","int24504","c7536","user1411","unguided","food",82
"ut64270","int24506","c7537","user1383","values guided","I want concrete proof God exist",84
"ut64284","int24512","c7538","user1379","unguided","What are the plusses and minuses of the Ford Maverick pickup truck.",79
"ut64292","int24515","c7539","user1411","values guided","about religion",84
